"ME",-0.020534958
"MAE",0.099714752
"MSE",1.405587297
"RMSE",1.185574669
"NRMSE %",66.5
"PBIAS %",-9.9
"RSR",0.664536674
"rSD",0.797000629
"NSE",0.55829206
"mNSE",0.743710681
"rNSE",NA
"d",0.843869576
"md",0.868302572
"rd",NA
"cp",0.584951243
"r",0.748829131
"R2",0.560745068
"bR2",0.33695472
"KGE",0.662311593
"VE",0.520820223
